filename,label,target
./small_imagenet/n01496331/ILSVRC2012_val_00011782.JPEG,5,503
./small_imagenet/n01496331/ILSVRC2012_val_00019531.JPEG,5,398
./small_imagenet/n01496331/ILSVRC2012_val_00002207.JPEG,5,58
./small_imagenet/n01496331/ILSVRC2012_val_00044657.JPEG,5,731
./small_imagenet/n01498041/ILSVRC2012_val_00026908.JPEG,6,513
./small_imagenet/n01498041/ILSVRC2012_val_00040342.JPEG,6,638
./small_imagenet/n01498041/ILSVRC2012_val_00002480.JPEG,6,546
./small_imagenet/n01498041/ILSVRC2012_val_00021793.JPEG,6,606
./small_imagenet/n01498041/ILSVRC2012_val_00041872.JPEG,6,193
./small_imagenet/n01498041/ILSVRC2012_val_00038215.JPEG,6,155
./small_imagenet/n01498041/ILSVRC2012_val_00015373.JPEG,6,817
./small_imagenet/n01498041/ILSVRC2012_val_00042534.JPEG,6,425
./small_imagenet/n01498041/ILSVRC2012_val_00030470.JPEG,6,596
./small_imagenet/n01498041/ILSVRC2012_val_00046497.JPEG,6,946
./small_imagenet/n01514668/ILSVRC2012_val_00045107.JPEG,7,79
./small_imagenet/n01514668/ILSVRC2012_val_00009219.JPEG,7,914
./small_imagenet/n01514668/ILSVRC2012_val_00014090.JPEG,7,751
./small_imagenet/n01514668/ILSVRC2012_val_00036368.JPEG,7,878
./small_imagenet/n01514668/ILSVRC2012_val_00010208.JPEG,7,612
./small_imagenet/n01514668/ILSVRC2012_val_00027351.JPEG,7,762
./small_imagenet/n01514668/ILSVRC2012_val_00003606.JPEG,7,956
./small_imagenet/n01514668/ILSVRC2012_val_00004550.JPEG,7,579
./small_imagenet/n01514668/ILSVRC2012_val_00012484.JPEG,7,173
./small_imagenet/n01514668/ILSVRC2012_val_00000911.JPEG,7,615
./small_imagenet/n01514859/ILSVRC2012_val_00022644.JPEG,8,941
./small_imagenet/n01514859/ILSVRC2012_val_00005535.JPEG,8,157
./small_imagenet/n01514859/ILSVRC2012_val_00039943.JPEG,8,34
./small_imagenet/n01514859/ILSVRC2012_val_00014917.JPEG,8,886
./small_imagenet/n01514859/ILSVRC2012_val_00009615.JPEG,8,800
./small_imagenet/n01514859/ILSVRC2012_val_00032310.JPEG,8,663
./small_imagenet/n01514859/ILSVRC2012_val_00014180.JPEG,8,571
./small_imagenet/n01514859/ILSVRC2012_val_00004315.JPEG,8,176
./small_imagenet/n01514859/ILSVRC2012_val_00042135.JPEG,8,204
./small_imagenet/n01514859/ILSVRC2012_val_00032930.JPEG,8,382
./small_imagenet/n01518878/ILSVRC2012_val_00033181.JPEG,9,446
./small_imagenet/n01518878/ILSVRC2012_val_00044483.JPEG,9,11
./small_imagenet/n01518878/ILSVRC2012_val_00015706.JPEG,9,131
./small_imagenet/n01518878/ILSVRC2012_val_00035123.JPEG,9,621
./small_imagenet/n01518878/ILSVRC2012_val_00034316.JPEG,9,267
./small_imagenet/n01518878/ILSVRC2012_val_00023214.JPEG,9,446
./small_imagenet/n01518878/ILSVRC2012_val_00031239.JPEG,9,521
./small_imagenet/n01518878/ILSVRC2012_val_00037698.JPEG,9,621
./small_imagenet/n01518878/ILSVRC2012_val_00003297.JPEG,9,826
./small_imagenet/n01518878/ILSVRC2012_val_00048600.JPEG,9,936
./small_imagenet/n01530575/ILSVRC2012_val_00025347.JPEG,10,173
./small_imagenet/n01530575/ILSVRC2012_val_00015223.JPEG,10,373
./small_imagenet/n01530575/ILSVRC2012_val_00020889.JPEG,10,113
./small_imagenet/n01530575/ILSVRC2012_val_00006763.JPEG,10,300
./small_imagenet/n01530575/ILSVRC2012_val_00025488.JPEG,10,728
./small_imagenet/n01530575/ILSVRC2012_val_00026673.JPEG,10,106
./small_imagenet/n01530575/ILSVRC2012_val_00016476.JPEG,10,133
./small_imagenet/n01530575/ILSVRC2012_val_00006526.JPEG,10,32
./small_imagenet/n01530575/ILSVRC2012_val_00045415.JPEG,10,352
./small_imagenet/n01530575/ILSVRC2012_val_00045172.JPEG,10,905
./small_imagenet/n01531178/ILSVRC2012_val_00009831.JPEG,11,644
./small_imagenet/n01531178/ILSVRC2012_val_00002668.JPEG,11,621
./small_imagenet/n01531178/ILSVRC2012_val_00035254.JPEG,11,590
./small_imagenet/n01531178/ILSVRC2012_val_00010409.JPEG,11,542
./small_imagenet/n01531178/ILSVRC2012_val_00030320.JPEG,11,774
./small_imagenet/n01531178/ILSVRC2012_val_00025151.JPEG,11,58
./small_imagenet/n01531178/ILSVRC2012_val_00030071.JPEG,11,983
./small_imagenet/n01531178/ILSVRC2012_val_00004243.JPEG,11,142
./small_imagenet/n01531178/ILSVRC2012_val_00032710.JPEG,11,944
./small_imagenet/n01531178/ILSVRC2012_val_00034250.JPEG,11,303
./small_imagenet/n01532829/ILSVRC2012_val_00013209.JPEG,12,447
./small_imagenet/n01532829/ILSVRC2012_val_00001556.JPEG,12,532
./small_imagenet/n01532829/ILSVRC2012_val_00020495.JPEG,12,676
./small_imagenet/n01532829/ILSVRC2012_val_00005336.JPEG,12,385
./small_imagenet/n01532829/ILSVRC2012_val_00021523.JPEG,12,532
./small_imagenet/n01532829/ILSVRC2012_val_00006835.JPEG,12,123
./small_imagenet/n01532829/ILSVRC2012_val_00036284.JPEG,12,506
./small_imagenet/n01532829/ILSVRC2012_val_00047688.JPEG,12,146
./small_imagenet/n01532829/ILSVRC2012_val_00016198.JPEG,12,459
./small_imagenet/n01532829/ILSVRC2012_val_00002357.JPEG,12,535
./small_imagenet/n01534433/ILSVRC2012_val_00010456.JPEG,13,388
./small_imagenet/n01534433/ILSVRC2012_val_00004577.JPEG,13,65
./small_imagenet/n01534433/ILSVRC2012_val_00001915.JPEG,13,363
./small_imagenet/n01534433/ILSVRC2012_val_00030657.JPEG,13,732
./small_imagenet/n01534433/ILSVRC2012_val_00004245.JPEG,13,872
./small_imagenet/n01534433/ILSVRC2012_val_00007853.JPEG,13,599
./small_imagenet/n01534433/ILSVRC2012_val_00024884.JPEG,13,498
./small_imagenet/n01534433/ILSVRC2012_val_00000713.JPEG,13,639
./small_imagenet/n01534433/ILSVRC2012_val_00007872.JPEG,13,101
./small_imagenet/n01534433/ILSVRC2012_val_00036008.JPEG,13,636
./small_imagenet/n01537544/ILSVRC2012_val_00031987.JPEG,14,302
./small_imagenet/n01537544/ILSVRC2012_val_00008420.JPEG,14,804
./small_imagenet/n01537544/ILSVRC2012_val_00011646.JPEG,14,169
./small_imagenet/n01537544/ILSVRC2012_val_00027811.JPEG,14,347
./small_imagenet/n01537544/ILSVRC2012_val_00001462.JPEG,14,758
./small_imagenet/n01537544/ILSVRC2012_val_00012939.JPEG,14,26
./small_imagenet/n01537544/ILSVRC2012_val_00023573.JPEG,14,301
./small_imagenet/n01537544/ILSVRC2012_val_00018676.JPEG,14,160
./small_imagenet/n01537544/ILSVRC2012_val_00043965.JPEG,14,331
./small_imagenet/n01537544/ILSVRC2012_val_00033196.JPEG,14,674
./small_imagenet/n01558993/ILSVRC2012_val_00047592.JPEG,15,474
./small_imagenet/n01558993/ILSVRC2012_val_00041152.JPEG,15,615
./small_imagenet/n01558993/ILSVRC2012_val_00030475.JPEG,15,830
./small_imagenet/n01558993/ILSVRC2012_val_00005833.JPEG,15,699
./small_imagenet/n01558993/ILSVRC2012_val_00018692.JPEG,15,221
./small_imagenet/n01558993/ILSVRC2012_val_00025035.JPEG,15,498
./small_imagenet/n01558993/ILSVRC2012_val_00043300.JPEG,15,633
./small_imagenet/n01558993/ILSVRC2012_val_00035131.JPEG,15,870
./small_imagenet/n01558993/ILSVRC2012_val_00022186.JPEG,15,380
./small_imagenet/n01558993/ILSVRC2012_val_00045294.JPEG,15,582
./small_imagenet/n01560419/ILSVRC2012_val_00029835.JPEG,16,757
./small_imagenet/n01560419/ILSVRC2012_val_00000439.JPEG,16,226
./small_imagenet/n01560419/ILSVRC2012_val_00011420.JPEG,16,935
./small_imagenet/n01560419/ILSVRC2012_val_00006603.JPEG,16,297
./small_imagenet/n01560419/ILSVRC2012_val_00001024.JPEG,16,233
./small_imagenet/n01560419/ILSVRC2012_val_00025526.JPEG,16,160
./small_imagenet/n01560419/ILSVRC2012_val_00036999.JPEG,16,286
./small_imagenet/n01560419/ILSVRC2012_val_00021085.JPEG,16,986
./small_imagenet/n01560419/ILSVRC2012_val_00049803.JPEG,16,558
./small_imagenet/n01560419/ILSVRC2012_val_00026362.JPEG,16,772
./small_imagenet/n01580077/ILSVRC2012_val_00013753.JPEG,17,764
./small_imagenet/n01580077/ILSVRC2012_val_00041308.JPEG,17,182
./small_imagenet/n01580077/ILSVRC2012_val_00038405.JPEG,17,520
./small_imagenet/n01580077/ILSVRC2012_val_00002655.JPEG,17,818
./small_imagenet/n01580077/ILSVRC2012_val_00010240.JPEG,17,607
./small_imagenet/n01580077/ILSVRC2012_val_00016831.JPEG,17,566
./small_imagenet/n01580077/ILSVRC2012_val_00028440.JPEG,17,231
./small_imagenet/n01580077/ILSVRC2012_val_00015195.JPEG,17,350
./small_imagenet/n01580077/ILSVRC2012_val_00023945.JPEG,17,520
./small_imagenet/n01580077/ILSVRC2012_val_00022106.JPEG,17,518
./small_imagenet/n01582220/ILSVRC2012_val_00004559.JPEG,18,750
./small_imagenet/n01582220/ILSVRC2012_val_00030073.JPEG,18,385
./small_imagenet/n01582220/ILSVRC2012_val_00047827.JPEG,18,543
./small_imagenet/n01582220/ILSVRC2012_val_00037806.JPEG,18,143
./small_imagenet/n01582220/ILSVRC2012_val_00032667.JPEG,18,757
./small_imagenet/n01582220/ILSVRC2012_val_00003665.JPEG,18,534
./small_imagenet/n01582220/ILSVRC2012_val_00044192.JPEG,18,650
./small_imagenet/n01582220/ILSVRC2012_val_00004518.JPEG,18,400
./small_imagenet/n01582220/ILSVRC2012_val_00008347.JPEG,18,373
./small_imagenet/n01582220/ILSVRC2012_val_00017648.JPEG,18,786
./small_imagenet/n01592084/ILSVRC2012_val_00048107.JPEG,19,165
./small_imagenet/n01592084/ILSVRC2012_val_00035947.JPEG,19,151
./small_imagenet/n01592084/ILSVRC2012_val_00037328.JPEG,19,34
./small_imagenet/n01592084/ILSVRC2012_val_00002681.JPEG,19,494
./small_imagenet/n01592084/ILSVRC2012_val_00017756.JPEG,19,21
./small_imagenet/n01592084/ILSVRC2012_val_00018167.JPEG,19,966
./small_imagenet/n01592084/ILSVRC2012_val_00020469.JPEG,19,351
./small_imagenet/n01592084/ILSVRC2012_val_00034242.JPEG,19,475
./small_imagenet/n01592084/ILSVRC2012_val_00005224.JPEG,19,410
./small_imagenet/n01592084/ILSVRC2012_val_00018280.JPEG,19,710
./small_imagenet/n01601694/ILSVRC2012_val_00023895.JPEG,20,736
./small_imagenet/n01601694/ILSVRC2012_val_00039648.JPEG,20,83
./small_imagenet/n01601694/ILSVRC2012_val_00045581.JPEG,20,638
./small_imagenet/n01601694/ILSVRC2012_val_00024643.JPEG,20,737
./small_imagenet/n01601694/ILSVRC2012_val_00031973.JPEG,20,40
./small_imagenet/n01601694/ILSVRC2012_val_00043566.JPEG,20,91
./small_imagenet/n01601694/ILSVRC2012_val_00017028.JPEG,20,489
./small_imagenet/n01601694/ILSVRC2012_val_00047732.JPEG,20,819
./small_imagenet/n01601694/ILSVRC2012_val_00009597.JPEG,20,662
./small_imagenet/n01601694/ILSVRC2012_val_00016909.JPEG,20,917
./small_imagenet/n01608432/ILSVRC2012_val_00002444.JPEG,21,59
./small_imagenet/n01608432/ILSVRC2012_val_00000073.JPEG,21,955
./small_imagenet/n01608432/ILSVRC2012_val_00018796.JPEG,21,12
./small_imagenet/n01608432/ILSVRC2012_val_00030094.JPEG,21,886
./small_imagenet/n01608432/ILSVRC2012_val_00045746.JPEG,21,594
./small_imagenet/n01608432/ILSVRC2012_val_00033214.JPEG,21,963
./small_imagenet/n01608432/ILSVRC2012_val_00027693.JPEG,21,177
./small_imagenet/n01608432/ILSVRC2012_val_00036356.JPEG,21,999
./small_imagenet/n01608432/ILSVRC2012_val_00013095.JPEG,21,968
./small_imagenet/n01608432/ILSVRC2012_val_00046733.JPEG,21,498
./small_imagenet/n01614925/ILSVRC2012_val_00043779.JPEG,22,131
./small_imagenet/n01614925/ILSVRC2012_val_00049531.JPEG,22,678
./small_imagenet/n01614925/ILSVRC2012_val_00037795.JPEG,22,531
./small_imagenet/n01614925/ILSVRC2012_val_00049899.JPEG,22,919
./small_imagenet/n01614925/ILSVRC2012_val_00042380.JPEG,22,908
./small_imagenet/n01614925/ILSVRC2012_val_00022597.JPEG,22,24
./small_imagenet/n01614925/ILSVRC2012_val_00031465.JPEG,22,372
./small_imagenet/n01614925/ILSVRC2012_val_00000128.JPEG,22,889
./small_imagenet/n01614925/ILSVRC2012_val_00040608.JPEG,22,758
./small_imagenet/n01614925/ILSVRC2012_val_00040242.JPEG,22,360
./small_imagenet/n01616318/ILSVRC2012_val_00023247.JPEG,23,789
./small_imagenet/n01616318/ILSVRC2012_val_00020743.JPEG,23,973
./small_imagenet/n01616318/ILSVRC2012_val_00019868.JPEG,23,658
./small_imagenet/n01616318/ILSVRC2012_val_00036388.JPEG,23,147
./small_imagenet/n01616318/ILSVRC2012_val_00040614.JPEG,23,566
./small_imagenet/n01616318/ILSVRC2012_val_00004554.JPEG,23,311
./small_imagenet/n01616318/ILSVRC2012_val_00008819.JPEG,23,770
./small_imagenet/n01616318/ILSVRC2012_val_00012178.JPEG,23,784
./small_imagenet/n01616318/ILSVRC2012_val_00045589.JPEG,23,293
./small_imagenet/n01616318/ILSVRC2012_val_00002387.JPEG,23,144
./small_imagenet/n01622779/ILSVRC2012_val_00023030.JPEG,24,337
./small_imagenet/n01622779/ILSVRC2012_val_00022709.JPEG,24,521
./small_imagenet/n01622779/ILSVRC2012_val_00001213.JPEG,24,802
./small_imagenet/n01622779/ILSVRC2012_val_00024052.JPEG,24,649
./small_imagenet/n01622779/ILSVRC2012_val_00027627.JPEG,24,846
./small_imagenet/n01622779/ILSVRC2012_val_00010022.JPEG,24,178
./small_imagenet/n01622779/ILSVRC2012_val_00006472.JPEG,24,738
./small_imagenet/n01622779/ILSVRC2012_val_00049990.JPEG,24,988
./small_imagenet/n01622779/ILSVRC2012_val_00034593.JPEG,24,324
./small_imagenet/n01622779/ILSVRC2012_val_00040434.JPEG,24,935
./small_imagenet/n01629819/ILSVRC2012_val_00023201.JPEG,25,52
./small_imagenet/n01629819/ILSVRC2012_val_00009674.JPEG,25,807
./small_imagenet/n01629819/ILSVRC2012_val_00001667.JPEG,25,541
./small_imagenet/n01629819/ILSVRC2012_val_00033081.JPEG,25,165
./small_imagenet/n01629819/ILSVRC2012_val_00046985.JPEG,25,97
./small_imagenet/n01629819/ILSVRC2012_val_00049244.JPEG,25,814
./small_imagenet/n01629819/ILSVRC2012_val_00014076.JPEG,25,279
./small_imagenet/n01629819/ILSVRC2012_val_00011661.JPEG,25,829
./small_imagenet/n01629819/ILSVRC2012_val_00046941.JPEG,25,523
./small_imagenet/n01629819/ILSVRC2012_val_00009938.JPEG,25,537
./small_imagenet/n01630670/ILSVRC2012_val_00023488.JPEG,26,103
./small_imagenet/n01630670/ILSVRC2012_val_00031919.JPEG,26,80
./small_imagenet/n01630670/ILSVRC2012_val_00007561.JPEG,26,78
./small_imagenet/n01630670/ILSVRC2012_val_00027269.JPEG,26,922
./small_imagenet/n01630670/ILSVRC2012_val_00046430.JPEG,26,904
./small_imagenet/n01630670/ILSVRC2012_val_00009670.JPEG,26,869
./small_imagenet/n01630670/ILSVRC2012_val_00020696.JPEG,26,298
./small_imagenet/n01630670/ILSVRC2012_val_00008249.JPEG,26,232
./small_imagenet/n01630670/ILSVRC2012_val_00016695.JPEG,26,8
./small_imagenet/n01630670/ILSVRC2012_val_00006331.JPEG,26,74
./small_imagenet/n01631663/ILSVRC2012_val_00022787.JPEG,27,194
./small_imagenet/n01631663/ILSVRC2012_val_00023450.JPEG,27,340
./small_imagenet/n01631663/ILSVRC2012_val_00001728.JPEG,27,610
./small_imagenet/n01631663/ILSVRC2012_val_00010254.JPEG,27,205
./small_imagenet/n01631663/ILSVRC2012_val_00011416.JPEG,27,886
./small_imagenet/n01631663/ILSVRC2012_val_00009677.JPEG,27,844
./small_imagenet/n01631663/ILSVRC2012_val_00003214.JPEG,27,358
./small_imagenet/n01631663/ILSVRC2012_val_00006319.JPEG,27,992
./small_imagenet/n01631663/ILSVRC2012_val_00044852.JPEG,27,167
./small_imagenet/n01631663/ILSVRC2012_val_00032323.JPEG,27,776
./small_imagenet/n01632458/ILSVRC2012_val_00041418.JPEG,28,481
./small_imagenet/n01632458/ILSVRC2012_val_00021024.JPEG,28,67
./small_imagenet/n01632458/ILSVRC2012_val_00015091.JPEG,28,942
./small_imagenet/n01632458/ILSVRC2012_val_00035936.JPEG,28,340
./small_imagenet/n01632458/ILSVRC2012_val_00017012.JPEG,28,93
./small_imagenet/n01632458/ILSVRC2012_val_00048286.JPEG,28,213
./small_imagenet/n01632458/ILSVRC2012_val_00031521.JPEG,28,920
./small_imagenet/n01632458/ILSVRC2012_val_00000088.JPEG,28,254
./small_imagenet/n01632458/ILSVRC2012_val_00036878.JPEG,28,788
./small_imagenet/n01632458/ILSVRC2012_val_00029977.JPEG,28,404
./small_imagenet/n01632777/ILSVRC2012_val_00034583.JPEG,29,930
./small_imagenet/n01632777/ILSVRC2012_val_00039922.JPEG,29,758
./small_imagenet/n01632777/ILSVRC2012_val_00022113.JPEG,29,188
./small_imagenet/n01632777/ILSVRC2012_val_00031235.JPEG,29,116
./small_imagenet/n01632777/ILSVRC2012_val_00037046.JPEG,29,935
./small_imagenet/n01632777/ILSVRC2012_val_00025348.JPEG,29,251
./small_imagenet/n01632777/ILSVRC2012_val_00000052.JPEG,29,825
./small_imagenet/n01632777/ILSVRC2012_val_00017228.JPEG,29,351
./small_imagenet/n01632777/ILSVRC2012_val_00040769.JPEG,29,192
./small_imagenet/n01632777/ILSVRC2012_val_00041298.JPEG,29,45
./small_imagenet/n01641577/ILSVRC2012_val_00049119.JPEG,30,514
./small_imagenet/n01641577/ILSVRC2012_val_00018160.JPEG,30,435
./small_imagenet/n01641577/ILSVRC2012_val_00012558.JPEG,30,340
./small_imagenet/n01641577/ILSVRC2012_val_00006409.JPEG,30,17
./small_imagenet/n01641577/ILSVRC2012_val_00018754.JPEG,30,255
./small_imagenet/n01641577/ILSVRC2012_val_00004945.JPEG,30,762
./small_imagenet/n01641577/ILSVRC2012_val_00020916.JPEG,30,979
./small_imagenet/n01641577/ILSVRC2012_val_00028041.JPEG,30,107
./small_imagenet/n01641577/ILSVRC2012_val_00014735.JPEG,30,132
./small_imagenet/n01641577/ILSVRC2012_val_00009563.JPEG,30,635
./small_imagenet/n01644373/ILSVRC2012_val_00007574.JPEG,31,79
./small_imagenet/n01644373/ILSVRC2012_val_00036066.JPEG,31,986
./small_imagenet/n01644373/ILSVRC2012_val_00033838.JPEG,31,820
./small_imagenet/n01644373/ILSVRC2012_val_00032917.JPEG,31,538
./small_imagenet/n01644373/ILSVRC2012_val_00043303.JPEG,31,728
./small_imagenet/n01644373/ILSVRC2012_val_00032104.JPEG,31,81
./small_imagenet/n01644373/ILSVRC2012_val_00001739.JPEG,31,977
./small_imagenet/n01644373/ILSVRC2012_val_00027451.JPEG,31,18
./small_imagenet/n01644373/ILSVRC2012_val_00033084.JPEG,31,477
./small_imagenet/n01644373/ILSVRC2012_val_00033702.JPEG,31,570
./small_imagenet/n01644900/ILSVRC2012_val_00028673.JPEG,32,576
./small_imagenet/n01644900/ILSVRC2012_val_00016519.JPEG,32,944
./small_imagenet/n01644900/ILSVRC2012_val_00005768.JPEG,32,655
./small_imagenet/n01644900/ILSVRC2012_val_00023255.JPEG,32,634
./small_imagenet/n01644900/ILSVRC2012_val_00036722.JPEG,32,792
./small_imagenet/n01644900/ILSVRC2012_val_00047716.JPEG,32,793
./small_imagenet/n01644900/ILSVRC2012_val_00021776.JPEG,32,115
./small_imagenet/n01644900/ILSVRC2012_val_00038446.JPEG,32,3
./small_imagenet/n01644900/ILSVRC2012_val_00004724.JPEG,32,806
./small_imagenet/n01644900/ILSVRC2012_val_00019834.JPEG,32,373
./small_imagenet/n01664065/ILSVRC2012_val_00038878.JPEG,33,361
./small_imagenet/n01664065/ILSVRC2012_val_00042216.JPEG,33,541
./small_imagenet/n01664065/ILSVRC2012_val_00049773.JPEG,33,924
./small_imagenet/n01664065/ILSVRC2012_val_00020141.JPEG,33,923
./small_imagenet/n01664065/ILSVRC2012_val_00033442.JPEG,33,712
./small_imagenet/n01664065/ILSVRC2012_val_00015924.JPEG,33,668
./small_imagenet/n01664065/ILSVRC2012_val_00019100.JPEG,33,359
./small_imagenet/n01664065/ILSVRC2012_val_00027724.JPEG,33,833
./small_imagenet/n01664065/ILSVRC2012_val_00020994.JPEG,33,408
./small_imagenet/n01664065/ILSVRC2012_val_00028760.JPEG,33,648
./small_imagenet/n01665541/ILSVRC2012_val_00022308.JPEG,34,476
./small_imagenet/n01665541/ILSVRC2012_val_00016700.JPEG,34,641
./small_imagenet/n01665541/ILSVRC2012_val_00038140.JPEG,34,545
./small_imagenet/n01665541/ILSVRC2012_val_00016779.JPEG,34,58
./small_imagenet/n01665541/ILSVRC2012_val_00020907.JPEG,34,934
./small_imagenet/n01665541/ILSVRC2012_val_00000791.JPEG,34,887
./small_imagenet/n01665541/ILSVRC2012_val_00015568.JPEG,34,228
./small_imagenet/n01665541/ILSVRC2012_val_00006305.JPEG,34,198
./small_imagenet/n01665541/ILSVRC2012_val_00011996.JPEG,34,241
./small_imagenet/n01665541/ILSVRC2012_val_00043480.JPEG,34,319
./small_imagenet/n01667114/ILSVRC2012_val_00038085.JPEG,35,880
./small_imagenet/n01667114/ILSVRC2012_val_00023686.JPEG,35,598
./small_imagenet/n01667114/ILSVRC2012_val_00049703.JPEG,35,976
./small_imagenet/n01667114/ILSVRC2012_val_00022329.JPEG,35,352
./small_imagenet/n01667114/ILSVRC2012_val_00004898.JPEG,35,384
./small_imagenet/n01667114/ILSVRC2012_val_00019560.JPEG,35,32
./small_imagenet/n01667114/ILSVRC2012_val_00046053.JPEG,35,131
./small_imagenet/n01667114/ILSVRC2012_val_00016633.JPEG,35,212
./small_imagenet/n01667114/ILSVRC2012_val_00016550.JPEG,35,58
./small_imagenet/n01667114/ILSVRC2012_val_00030964.JPEG,35,843
./small_imagenet/n01667778/ILSVRC2012_val_00031815.JPEG,36,925
./small_imagenet/n01667778/ILSVRC2012_val_00015193.JPEG,36,392
./small_imagenet/n01667778/ILSVRC2012_val_00006634.JPEG,36,685
./small_imagenet/n01667778/ILSVRC2012_val_00013301.JPEG,36,846
./small_imagenet/n01667778/ILSVRC2012_val_00040301.JPEG,36,931
./small_imagenet/n01667778/ILSVRC2012_val_00011150.JPEG,36,492
./small_imagenet/n01667778/ILSVRC2012_val_00032405.JPEG,36,761
./small_imagenet/n01667778/ILSVRC2012_val_00040314.JPEG,36,403
./small_imagenet/n01667778/ILSVRC2012_val_00015475.JPEG,36,807
./small_imagenet/n01667778/ILSVRC2012_val_00013675.JPEG,36,73
./small_imagenet/n01669191/ILSVRC2012_val_00012829.JPEG,37,133
./small_imagenet/n01669191/ILSVRC2012_val_00030343.JPEG,37,365
./small_imagenet/n01669191/ILSVRC2012_val_00007230.JPEG,37,268
./small_imagenet/n01669191/ILSVRC2012_val_00014752.JPEG,37,906
./small_imagenet/n01669191/ILSVRC2012_val_00002355.JPEG,37,328
./small_imagenet/n01669191/ILSVRC2012_val_00025824.JPEG,37,759
./small_imagenet/n01669191/ILSVRC2012_val_00037560.JPEG,37,601
./small_imagenet/n01669191/ILSVRC2012_val_00027858.JPEG,37,141
